Date,Documents Reg. Count,Estamps Challans Count
2021-04-01 00:00:00,107210,111412
2021-05-01 00:00:00,27510,26502
2021-06-01 00:00:00,93591,105664
2021-07-01 00:00:00,123971,134441
2021-08-01 00:00:00,95583,102364
2021-10-01 00:00:00,95766,100475
2021-11-01 00:00:00,96136,101484
2021-12-01 00:00:00,118221,122275
2022-01-01 00:00:00,124221,139513
2022-02-01 00:00:00,101442,101456
2022-03-01 00:00:00,120929,128392
